t_idx,range_A0,range_A1,range_A2,range_A3,range_A4,range_A5,range_A6,range_A7,gt_A0,gt_A1,gt_A2,gt_A3,gt_A4,gt_A5,gt_A6,gt_A7,class_A0,class_A1,class_A2,class_A3,class_A4,class_A5,class_A6,class_A7,second,msg_idx,t_sec
76,6353.212214118273,11184.327994383624,23232.642007846327,1045.518682207421,9728.592895144904,18760.08003899641,8070.145736964399,19947.47602898966,6403.780133639817,11168.186961185776,23263.67124939656,1038.4603988597735,9771.304928206875,18746.69037457012,8094.34370409362,19985.955068497475,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,3000.0,16000.0,3800.0
77,6440.612373286508,11149.336213789424,23215.95393906508,1090.4833106904505,9728.243356502719,18717.696385339972,8114.614140481839,19939.26812348593,6419.197769192036,11142.08687813912,23234.37324310686,1046.9479452198186,9741.46292914981,18716.733155120848,8106.546737051481,19957.858101509788,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,3000.0,17000.0,3850.0
78,6448.852419855813,11100.002906733223,23192.727881017985,1097.0989533149716,9680.404322102715,18614.392663006685,8167.170391850913,20006.246520604367,6434.718331053816,11116.006477148168,23205.07703068447,1056.2196741208713,9711.621903678088,18686.776072934572,8118.842282000557,19929.76668202616,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,3000.0,18000.0,3900.0
79,6438.182998289775,11031.840755854111,23166.468099646325,1057.6684404490675,9676.084145563345,18623.41748741484,8148.616753542351,19917.416054796242,6450.341076253255,11089.945897072717,23175.782618932204,1066.2551289442881,9681.781860794012,18656.819128672487,8131.229919268057,19901.68083353765,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,3000.0,19000.0,3950.0
80,6421.233095536305,11084.881179925707,23208.07056414527,1082.1917714000128,9641.823054748867,18622.602226567855,8162.16693160999,19821.68043149825,6466.065264130884,11063.90527797486,23146.490014686893,1077.032961426901,9651.942809610922,18626.86232300008,8143.709228600933,19873.600579663467,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,4000.0,0.0,4000.0
81,6486.821877517457,11026.170842646756,23172.633975208282,1083.3059383494353,9672.141387688476,18563.793435653603,8173.897564221715,19855.107952065482,6481.890156428139,11037.88476113064,23117.1992248196,1088.5311203635838,9622.104759354888,18596.905656587067,8156.279789217631,19845.525944151745,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,4000.0,1000.0,4050.0
82,6471.743599937204,11017.206372480936,23124.285821340785,1091.013281336763,9541.508839891376,18566.422245313188,8141.868487015459,19807.18672272053,6497.815017373148,11011.884489041828,23087.910256235842,1100.7270324653612,9592.267719366468,18566.94913010751,8168.9411798592355,19817.456950880452,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,4000.0,2000.0,4100.0
83,6511.391480673311,10934.735038967372,23010.153365696136,1128.0597780520447,9546.750138217392,18460.05041398521,8205.238299938259,19797.56471651644,6513.839113763864,10985.904605447835,23058.623115875762,1113.5977729862789,9562.431699102484,18536.992744239826,8181.692978840015,19789.39362385821,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,4000.0,3000.0,4150.0
84,6508.545470327471,10920.440349005983,23054.41204760384,1137.6007429652425,9604.074776618341,18519.642157628572,8206.16585833521,19756.3281493219,6529.961715048566,10959.945255337727,23029.337810714398,1127.1202242884294,9532.59670813782,18507.03649966682,8194.53476409735,19761.33598722516,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,4000.0,4000.0,4200.0
85,6570.685369419781,10952.759140999791,23037.60609801883,1125.6315334922142,9489.700531978959,18462.70730194836,8231.19016487641,19778.235298462714,6546.182093403758,10934.006584962348,23000.054347761874,1141.2712210513328,9502.76275616728,18477.080397075726,8207.466113241042,19733.284065253807,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,4000.0,5000.0,4250.0
86,6548.734309015027,10895.345530012779,22980.1950507797,1148.654836329087,9501.49146260166,18379.571118439653,8195.685452194497,19681.76539233112,6562.499523809507,10908.088741846577,22970.77273406361,1156.027681329474,9472.929853007465,18447.12443715822,8220.486603602003,19705.23788234996,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,4000.0,6000.0,4300.0
87,6509.302603750651,10853.282721470632,22914.03829322516,1165.3335834703971,9476.48698534847,18409.81680107478,8202.671400672183,19675.48882681712,6578.9132841222345,10882.191874801696,22941.492976700538,1171.366723105962,9443.098008598663,18417.1686206105,8233.595812280319,19677.197463053522,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,4000.0,7000.0,4350.0
88,6626.8978637882465,10827.037369454436,22884.89783627171,1204.022235150693,9406.6211495349,18406.63748885456,8246.383912438807,19670.212741482123,6595.422655145006,10856.316133937884,22912.215082789353,1187.2657663724663,9413.267233006825,18387.212948133274,8246.793316192665,19649.16283203944,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,4000.0,8000.0,4400.0
89,6580.974577274128,10830.099131153183,22876.618359051827,1167.2258933590106,9336.533197989487,18377.829891490084,8249.550120652562,19590.46560566913,6612.026920695348,10830.461670676832,22882.93905948272,1203.7026210821343,9383.43753642555,18357.257420431844,8260.078692119101,19621.13401411855,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,4000.0,9000.0,4450.0
90,6625.839999562921,10838.469203484947,22785.242778608328,1175.75640087627,9325.922335921228,18371.13740421771,8281.929126236802,19616.130551452366,6628.7253676706205,10804.628637764466,22853.66491396949,1220.65556157337,9353.608929178083,18327.3020382161,8273.451516749223,19593.11103423854,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,4000.0,10000.0,4500.0
91,6611.312458537205,10745.23111302569,22837.827064976605,1239.8516181796265,9340.243586285333,18291.716672472732,8295.255678521293,19569.837490031932,6645.517286110992,10778.817189283805,22824.392653474923,1238.103388251563,9323.781421719408,18297.346802200584,8286.911366727654,19565.09391748478,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,4000.0,11000.0,4550.0
92,6685.734990932583,10777.23772912628,22746.526125429187,1188.6074207883808,9324.007386567873,18303.023465902388,8269.839128113517,19481.28762688493,6662.401969260036,10753.027480667944,22795.122285260943,1256.0254774486064,9293.955024638328,18267.39171310453,8300.457818698918,19537.082689081297,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,4000.0,12000.0,4600.0
93,6682.349758253214,10755.184815503677,22819.78165229937,1289.8907476262757,9252.978247762045,18210.64285300433,8314.43398810175,19500.09943327509,6679.378713622997,10727.259668713159,22765.85381662634,1274.4018204632318,9264.12974865961,18237.436771651875,8314.09044935163,19509.077374391643,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,4000.0,13000.0,4650.0
94,6665.994781850893,10762.976581118033,22790.142306969177,1327.2945133328399,9206.680092711917,18233.13255830025,8346.997627747001,19494.354367646,6696.446819022757,10701.513911592136,22736.58725490701,1293.2130528261769,9234.305604646188,18207.481978571337,8327.808835462063,19481.077998919878,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,4000.0,14000.0,4700.0
95,6751.09554666485,10694.851503153148,22729.523034565336,1331.5476633418346,9214.70634584142,18124.019000705,8344.121186259355,19436.398829545964,6713.605588653537,10675.790368867309,22707.322607476202,1312.4404748406685,9204.482603601356,18177.52733459642,8341.61255393704,19453.08458831144,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,4000.0,15000.0,4750.0
96,6692.459100403173,10700.543700083395,22729.929741971304,1372.8426824366052,9182.317159176735,18188.09159409405,8355.862777274233,19431.18108666108,6730.854329132373,10650.089201504372,22678.05988174473,1332.0660644277368,9174.660756671059,18147.572840465473,8355.501181856178,19425.09716835414,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,4000.0,16000.0,4800.0
97,6715.3882094345445,10636.320311020825,22650.610663013962,1312.9929197590848,9143.304161791704,18115.22661000601,8423.401131512832,19423.94216483448,6748.192350548404,10624.410571885861,22648.799085161223,1352.0724832641188,9144.840075146203,18117.61849692172,8369.474296513492,19397.11576497908,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,4000.0,17000.0,4850.0
98,6765.962329682756,10606.218263118939,22620.866596555486,1366.355657599954,9082.547754543348,18083.132748385106,8361.148527758724,19331.630938093927,6765.618966510013,10598.754643824906,22619.54022521236,1372.4430771438203,9115.020570464996,18087.66430471331,8383.5314754583,19369.14040426162,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,4000.0,18000.0,4900.0
99,6798.470148626261,10584.859522377099,22536.68208408206,1389.4813323028707,9115.073295792366,18089.486976760243,8428.447401822068,19342.33850862937,6783.133494189835,10573.121582579102,22590.283309423103,1393.1618714277242,9085.20225421537,18057.71026459335,8397.672296535511,19341.17111242233,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,4000.0,19000.0,4950.0
100,6775.383894528647,10515.000590043752,22571.366492499466,1425.59196340405,9094.005071485568,18060.755766830207,8407.9294782293,19275.88173946214,6800.735254367722,10547.511554864494,22561.02834535696,1414.213562373095,9055.385138137415,18027.756377319944,8411.896337925236,19313.207915827967,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,5000.0,0.0,5000.0
101,6808.850373561308,10528.44166471403,22525.71284325451,1418.246681817546,9033.155778575001,17982.683911413933,8407.361195669977,19294.594426021562,6818.423571471634,10521.924728869717,22531.7753406162,1435.5835050598757,9025.569234125902,17997.80264365625,8426.203178181737,19285.250840992452,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,5000.0,1000.0,5050.0
102,6824.137996212683,10503.684405939593,22510.72042352768,1423.0748285230027,8981.317320516828,18010.982372567996,8405.730010889692,19193.800281108728,6836.19777361656,10496.36127427024,22502.52430284211,1457.25769855575,8995.754554232792,17967.8490643705,8440.592396271722,19257.29991457785,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,5000.0,2000.0,5100.0
103,6798.201838044175,10471.69466064009,22474.202758056264,1475.6944432263679,9002.366805537722,17857.710607242974,8466.941587844909,19276.19830944948,6854.0571926414505,10470.821362242792,22473.275239715284,1479.2227688891214,8965.941110669866,17937.895640236064,8455.063571611983,19229.355163395365,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,5000.0,3000.0,5150.0
104,6838.167741197503,10433.910970126153,22421.44140143892,1474.635568947551,8926.341055660674,17950.766930542002,8524.737884371008,19191.33843765514,6872.001164144256,10445.305165479847,22444.028158955778,1501.465950329877,8936.128915811365,17907.942372031466,8469.616284106383,19201.416614406346,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,5000.0,4000.0,5200.0
105,6947.180833936985,10420.880152513855,22467.39379912449,1521.1761059232126,8910.249716978067,17888.953494719743,8579.61572456319,19199.022861968617,6890.029027515052,10419.812858204317,22414.783068323457,1523.9750654128172,8906.317982196682,17877.98926054046,8484.250114182161,19173.48429472328,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,5000.0,5000.0,5250.0
106,6886.922190068792,10423.414552292597,22374.684999505662,1532.045998591788,8903.766363329896,17848.968874185182,8507.321920260974,19145.97778826676,6908.140125967336,10394.344616184322,22385.53997561819,1546.7385040788245,8876.508322533135,17848.036306552047,8498.96464282562,19145.558231610798,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,5000.0,6000.0,5300.0
107,6936.431300365675,10381.649593671224,22298.18988069896,1589.742382312461,8817.239367103846,17774.814536793747,8512.007114301368,19120.15788258618,6926.333806567512,10368.90061674814,22356.298888680118,1569.745202254175,8846.699949698756,17818.08351086053,8513.75945161713,19117.638452486746,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,5000.0,7000.0,5350.0
108,6923.804235325429,10368.41199452931,22286.79456039881,1580.7763076760134,8799.346652697195,17786.73325615539,8537.000051304914,19059.48819643446,6944.609420262597,10343.48103879927,22327.059815389934,1592.9846201391902,8816.892876745185,17788.130874265567,8528.634122765498,19089.72498492317,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,5000.0,8000.0,5400.0
109,6984.694802229891,10319.976133881657,22241.064376069746,1557.6889772215216,8786.717538112693,17751.54937803861,8540.48563573444,19060.978382951445,6962.966321906204,10318.086062831617,22297.822763669104,1616.4467204334323,8787.087116900573,17758.178397572203,8543.588239141678,19061.817856647354,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,5000.0,9000.0,5450.0
110,6988.170665468128,10321.1453592403,22235.254594452625,1604.9627988986485,8724.48296783595,17736.893581605964,8595.969805671239,19020.976912395705,6981.403870282824,10292.71587094485,22268.58774148015,1640.1219466856724,8757.28268357257,17728.226081590903,8558.621384311846,19033.917095542893,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,5000.0,10000.0,5500.0
111,6924.870432805672,10216.250860981576,22214.36365514304,1647.2693352977863,8715.227931533746,17699.43136082707,8564.380752645136,19037.502917967027,6999.921428130461,10267.370646859887,22239.35475682692,1664.0012019226428,8727.479590351386,17698.27392713764,8573.73314256981,19006.022729650726,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,5000.0,11000.0,5550.0
112,6998.2378429911905,10216.181037150225,22224.490083910434,1642.0065655829515,8709.368602172479,17671.398530545688,8584.499824271266,19025.78307038469,7018.518362161632,10242.05057593449,22210.123817754822,1688.075827680735,8697.677851012879,17668.3219350339,8588.923098968811,18978.13478717021,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,5000.0,12000.0,5600.0
113,7018.527819723955,10278.564790294755,22174.131988874287,1674.02709018984,8669.975066951576,17606.08275009718,8581.638163918242,18962.16429546065,7037.194043082796,10216.755845179036,22180.89493235113,1712.3375835389468,8667.877479521732,17638.37010610674,8604.190839352646,18950.25329646018,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,5000.0,13000.0,5650.0
114,7072.615308271743,10172.821612264783,22181.29026309661,1771.5038599697923,8681.16754273159,17624.300843402634,8660.438811748763,18865.95433320083,7055.947845612241,10191.486643272412,22151.668108745216,1736.7786272291582,8638.07849003469,17608.41844118886,8619.535950386193,18922.37828604005,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,5000.0,14000.0,5700.0
115,7065.241952037585,10140.23300288835,22126.02013094268,1744.248018804951,8603.296161645372,17634.932187524733,8629.86642569266,18906.923554106572,7074.779148496438,10166.243160578051,22122.443355108855,1761.3914953808533,8608.280896903865,17578.46694111861,8634.95801958527,18894.509784590864,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,5000.0,15000.0,5750.0
116,7086.719254627245,10143.296987798805,22093.401180069544,1799.6188069204836,8613.443940746509,17597.937426668173,8659.745237803181,18884.334227537496,7093.687334524972,10141.0255891601,22093.22067965646,1786.1690849412887,8578.484714680093,17548.515606740075,8650.456635345905,18866.64782095643,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,5000.0,16000.0,5800.0
117,7078.145855268405,10113.197820527292,22092.2087745919,1837.0836944510932,8555.03825010024,17545.156257690134,8680.754388242747,18874.80161189217,7112.671790543972,10115.834122799759,22064.0000906454,1811.104635298579,8548.689958116389,17518.564438903093,8666.031386972933,18838.79242414439,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,5000.0,17000.0,5850.0
118,7140.412682176911,10079.99800754459,22044.856834084207,1748.273879848285,8530.383214263,17379.16105370688,8629.977962485851,18824.496681355584,7131.731907468198,10090.66895701172,22034.781596376215,1836.1917111238683,8518.89664217145,17488.613438463326,8681.681864708013,18810.943623327363,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,5000.0,18000.0,5900.0
119,7165.192960409736,10030.657425656582,21984.20214393661,1902.5404155977817,8474.583878066056,17525.950215654393,8697.350064161725,18795.342533150455,7150.867080291732,10065.53028906078,22005.56520519298,1861.4241859393576,8489.104782013235,17458.6626062823,8697.407659757015,18783.101447844012,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,5000.0,19000.0,5950.0
120,7218.582940052299,10044.349131464392,21946.280606062784,1883.5044028604918,8458.246070936939,17387.769693661427,8705.533402176561,18733.00016438036,7170.076708097341,10040.41831797859,21976.350925483508,1886.7962264113205,8459.314393022642,17428.711943227474,8713.208364316786,18755.265927200286,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,6000.0,0.0,6000.0
121,7217.090926780183,10016.37160080609,21938.654893205257,1909.1168194423046,8436.2191513494,17417.265876162943,8699.092204741235,18696.18946209178,7189.3601940645585,10015.333244580532,21947.13876567969,1912.3022773609823,8429.525490797214,17398.761450172253,8729.083571601317,18727.437091070416,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,6000.0,1000.0,6050.0
122,7241.8573219385735,9977.905165316623,21875.42347147981,1951.2514287626543,8413.639185335966,17322.889670278364,8751.917327331214,18721.682462071014,7208.716945476497,9990.275271482764,21917.928734257723,1937.9370474811608,8399.738091154984,17368.811127996065,8745.032875867306,18699.614969298163,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,6000.0,2000.0,6100.0
123,7239.377967276612,9984.204047632224,21846.59276679572,1973.6267003925425,8360.873617354246,17324.377272822687,8787.172540721713,18716.17782721817,7228.1463737254235,9965.244603119383,21888.720839738442,1963.695495742657,8369.952210138359,17338.860977584427,8761.055872439121,18671.79959189794,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,6000.0,3000.0,6150.0
124,7301.478995955173,9979.685681904934,21856.22306523872,2000.1544233621319,8363.172550171614,17312.546338307944,8781.075083370513,18668.703583012248,7247.647894317162,9940.241445759757,21859.515090687622,1989.5728184713419,8340.167864018087,17308.91099982896,8777.152157733168,18643.990989055965,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,6000.0,4000.0,6200.0
125,7265.4424474935395,9893.38739943476,21817.877303741152,2034.5817484066497,8310.47486803333,17289.16749493352,8813.423706547737,18604.943947244537,7267.220926874317,9915.26600752597,21830.31149571623,2015.5644370746372,8310.38506929733,17278.961195627475,8793.321329281673,18616.189191131463,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,6000.0,5000.0,6250.0
126,7309.552340047268,9901.683776514205,21764.06567087337,2084.935130130031,8265.581500403112,17199.358705588445,8778.211674468288,18557.762873837488,7286.864895138375,9890.318498410452,21801.11006348072,2041.665986394444,8280.60384271582,17249.011565884,8809.562985755876,18588.39422865784,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,6000.0,6000.0,6300.0
127,7308.1444265304435,9857.183615127327,21761.80584365413,2086.46436262696,8261.02046208986,17228.54354762819,8838.171580708517,18579.09017238391,7306.579226970717,9865.399130293716,21771.91080268335,2067.873303662485,8250.824201254078,17219.062111508858,8825.876726988658,18560.60613234384,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,6000.0,7000.0,6350.0
